id,title,ingredients,instructions,cuisine,rating,image_path,num_ingredients,prep_time,cook_time,cuisine_encoded,is_japanese,is_italian
it_002832,Authentic marinara with guanciale,"mascarpone, guanciale, balsamic vinegar, arugula, white wine","Heat olive oil in a pot. Add mascarpone, guanciale, balsamic vinegar and cook for 7 minutes. Season with salt and pepper to taste. Add arugula, white wine and simmer for 8 minutes. Serve rustic style. Garnish with lemon.",italian,2.6,it_002832.jpg,5,34,147,0,0,1
it_000749,Authentic pasta with white wine,"parmesan, pesto, mascarpone, pancetta, white wine, anchovies, gorgonzola, capers","Heat oil in a pan. Add parmesan, pesto, mascarpone and cook for 10 minutes. Season with salt and pepper to taste. Add pancetta, white wine and simmer for 13 minutes. Serve with olive oil. Garnish with parmesan.",italian,3.3,it_000749.jpg,8,71,38,0,0,1
it_003034,Rustic marinara with pine nuts,"cannellini beans, rosemary, anchovies, parmesan, pine nuts, bresaola","Heat olive oil in a pan. Add cannellini beans, rosemary, anchovies and cook for 8 minutes. Season with salt and pepper to taste. Add parmesan, pine nuts and simmer for 15 minutes. Serve with olive oil. Garnish with parmesan.",italian,4.2,it_003034.jpg,6,112,133,0,0,1
ja_002222,Traditional grilled with udon noodles,"dashi, udon noodles, wakame, shiitake mushrooms, wasabi, rice, seaweed, rice vinegar","Heat oil in a skillet. Add dashi, udon noodles, wakame and cook for 3 minutes. Season with salt and pepper to taste. Add shiitake mushrooms, wasabi and simmer for 6 minutes. Serve with dashi broth. Garnish with parmesan.",japanese,2.8,ja_002222.jpg,8,30,70,1,1,0
ja_000778,Classic teriyaki with miso paste,"miso paste, katsuobushi, green onions, shiitake mushrooms, lotus root, tuna, azuki beans, seaweed","Heat olive oil in a pan. Add miso paste, katsuobushi, green onions and cook for 10 minutes. Season with salt and pepper to taste. Add shiitake mushrooms, lotus root and simmer for 15 minutes. Serve with dashi broth. Garnish with parmesan.",japanese,2.6,ja_000778.jpg,8,91,177,1,1,0
it_000432,Homemade pasta with pine nuts,"chianti, balsamic vinegar, ricotta, pine nuts, mozzarella","Heat oil in a pot. Add chianti, balsamic vinegar, ricotta and cook for 3 minutes. Season with salt and pepper to taste. Add pine nuts, mozzarella and simmer for 6 minutes. Serve rustic style. Garnish with sesame seeds.",italian,3.1,it_000432.jpg,5,106,98,0,0,1
ja_002773,Traditional grilled with sake,"azuki beans, tuna, kombu, salmon, sake, bonito flakes, enoki mushrooms","Heat butter in a pot. Add azuki beans, tuna, kombu and cook for 9 minutes. Season with salt and pepper to taste. Add salmon, sake and simmer for 15 minutes. Serve with dashi broth. Garnish with sesame seeds.",japanese,4.6,ja_002773.jpg,7,81,28,1,1,0
it_003498,Authentic marinara with mortadella,"mortadella, white wine, chianti, arborio rice, guanciale, salami","Heat oil in a skillet. Add mortadella, white wine, chianti and cook for 5 minutes. Season with salt and pepper to taste. Add arborio rice, guanciale and simmer for 10 minutes. Serve with olive oil. Garnish with sesame seeds.",italian,3.8,it_003498.jpg,6,66,173,0,0,1
it_004532,Classic pizza with anchovies,"ricotta, san marzano tomatoes, mortadella, anchovies, focaccia, basil, parsley, garlic","Heat olive oil in a skillet. Add ricotta, san marzano tomatoes, mortadella and cook for 5 minutes. Season with salt and pepper to taste. Add anchovies, focaccia and simmer for 12 minutes. Serve al dente. Garnish with sesame seeds.",italian,2.6,it_004532.jpg,8,116,13,0,0,1
ja_004583,Authentic miso-glazed with sesame seeds,"mochi, tempura batter, panko breadcrumbs, sesame seeds, matcha, rice, enoki mushrooms","Heat butter in a pan. Add mochi, tempura batter, panko breadcrumbs and cook for 6 minutes. Season with salt and pepper to taste. Add sesame seeds, matcha and simmer for 13 minutes. Serve served with rice. Garnish with lemon.",japanese,4.2,ja_004583.jpg,7,28,35,1,1,0
it_001987,Classic pasta with basil,"marinara sauce, san marzano tomatoes, basil, white wine, mozzarella, tomatoes, balsamic vinegar","Heat butter in a pan. Add marinara sauce, san marzano tomatoes, basil and cook for 5 minutes. Season with salt and pepper to taste. Add white wine, mozzarella and simmer for 9 minutes. Serve with parmesan. Garnish with fresh herbs.",italian,3.0,it_001987.jpg,7,65,30,0,0,1
ja_004435,Authentic tempura with mentaiko,"mentaiko, avocado, ginger, katsuobushi, teriyaki sauce, tuna, sesame oil","Heat oil in a skillet. Add mentaiko, avocado, ginger and cook for 5 minutes. Season with salt and pepper to taste. Add katsuobushi, teriyaki sauce and simmer for 14 minutes. Serve with dashi broth. Garnish with fresh herbs.",japanese,3.0,ja_004435.jpg,7,93,53,1,1,0
ja_002850,Classic sashimi with seaweed,"cucumber, karashi, rice vinegar, seaweed, tuna, lotus root, sesame seeds, teriyaki sauce","Heat oil in a skillet. Add cucumber, karashi, rice vinegar and cook for 10 minutes. Season with salt and pepper to taste. Add seaweed, tuna and simmer for 13 minutes. Serve in soy-based sauce. Garnish with lemon.",japanese,4.2,ja_002850.jpg,8,50,96,1,1,0
it_003727,Rustic marinara with pine nuts,"marinara sauce, pine nuts, bresaola","Heat butter in a pot. Add marinara sauce, pine nuts, bresaola and cook for 6 minutes. Season with salt and pepper to taste. Add and simmer for 14 minutes. Serve al dente. Garnish with parmesan.",italian,3.5,it_003727.jpg,3,112,33,0,0,1
it_004079,Traditional marinara with prosciutto,"mortadella, prosciutto, bresaola","Heat olive oil in a pot. Add mortadella, prosciutto, bresaola and cook for 4 minutes. Season with salt and pepper to taste. Add and simmer for 11 minutes. Serve al dente. Garnish with lemon.",italian,2.8,it_004079.jpg,3,98,171,0,0,1
it_001221,Authentic pizza with white wine,"arborio rice, pecorino romano, pancetta, garlic, olive oil, white wine","Heat butter in a pan. Add arborio rice, pecorino romano, pancetta and cook for 5 minutes. Season with salt and pepper to taste. Add garlic, olive oil and simmer for 14 minutes. Serve al dente. Garnish with lemon.",italian,3.9,it_001221.jpg,6,74,90,0,0,1
ja_000920,Modern teriyaki with yuzu,"green onions, yuzu, ginger, wasabi, sake, shiitake mushrooms","Heat olive oil in a skillet. Add green onions, yuzu, ginger and cook for 10 minutes. Season with salt and pepper to taste. Add wasabi, sake and simmer for 10 minutes. Serve with wasabi. Garnish with fresh herbs.",japanese,4.3,ja_000920.jpg,6,103,104,1,1,0
it_002878,Rustic pizza with nduja,"white wine, marinara sauce, nduja, parsley, prosciutto","Heat butter in a pan. Add white wine, marinara sauce, nduja and cook for 7 minutes. Season with salt and pepper to taste. Add parsley, prosciutto and simmer for 12 minutes. Serve with parmesan. Garnish with parmesan.",italian,2.8,it_002878.jpg,5,65,166,0,0,1
it_000313,Classic pasta with parmesan,"basil, garlic, parmesan, black pepper","Heat oil in a pan. Add basil, garlic, parmesan and cook for 7 minutes. Season with salt and pepper to taste. Add black pepper and simmer for 9 minutes. Serve with parmesan. Garnish with fresh herbs.",italian,5.0,it_000313.jpg,4,18,168,0,0,1
ja_001680,Authentic sashimi with pickled ginger,"tuna, wakame, karashi, cucumber, pickled ginger, soy sauce, shichimi togarashi, lotus root","Heat oil in a pan. Add tuna, wakame, karashi and cook for 3 minutes. Season with salt and pepper to taste. Add cucumber, pickled ginger and simmer for 5 minutes. Serve with dashi broth. Garnish with parmesan.",japanese,2.8,ja_001680.jpg,8,47,35,1,1,0
ja_000597,Traditional steamed with bamboo shoots,"matcha, bamboo shoots, shoyu, rice vinegar, cucumber, sesame seeds, dashi, pickled ginger","Heat butter in a pot. Add matcha, bamboo shoots, shoyu and cook for 4 minutes. Season with salt and pepper to taste. Add rice vinegar, cucumber and simmer for 5 minutes. Serve tempura style. Garnish with lemon.",japanese,3.0,ja_000597.jpg,8,72,35,1,1,0
it_004851,Authentic carbonara with oregano,"cannellini beans, garlic, oregano","Heat oil in a skillet. Add cannellini beans, garlic, oregano and cook for 7 minutes. Season with salt and pepper to taste. Add and simmer for 15 minutes. Serve in tomato sauce. Garnish with fresh herbs.",italian,3.4,it_004851.jpg,3,92,44,0,0,1
it_001875,Authentic carbonara with marinara sauce,"white wine, arugula, marinara sauce, sun-dried tomatoes, lemon","Heat butter in a pot. Add white wine, arugula, marinara sauce and cook for 10 minutes. Season with salt and pepper to taste. Add sun-dried tomatoes, lemon and simmer for 6 minutes. Serve in tomato sauce. Garnish with sesame seeds.",italian,4.7,it_001875.jpg,5,97,111,0,0,1
it_003910,Homemade pasta with chianti,"mascarpone, pasta, chianti","Heat oil in a pot. Add mascarpone, pasta, chianti and cook for 6 minutes. Season with salt and pepper to taste. Add and simmer for 6 minutes. Serve al dente. Garnish with sesame seeds.",italian,3.2,it_003910.jpg,3,44,132,0,0,1
ja_002160,Authentic teriyaki with shoyu,"shoyu, tofu, shiitake mushrooms","Heat butter in a skillet. Add shoyu, tofu, shiitake mushrooms and cook for 7 minutes. Season with salt and pepper to taste. Add and simmer for 10 minutes. Serve served with rice. Garnish with sesame seeds.",japanese,2.8,ja_002160.jpg,3,72,71,1,1,0
it_002972,Traditional marinara with porcini mushrooms,"lemon, porcini mushrooms, capers","Heat oil in a pot. Add lemon, porcini mushrooms, capers and cook for 4 minutes. Season with salt and pepper to taste. Add and simmer for 6 minutes. Serve with parmesan. Garnish with sesame seeds.",italian,4.0,it_002972.jpg,3,110,116,0,0,1
it_003285,Classic risotto with capers,"parmesan, cannellini beans, salami, capers","Heat butter in a skillet. Add parmesan, cannellini beans, salami and cook for 7 minutes. Season with salt and pepper to taste. Add capers and simmer for 11 minutes. Serve with parmesan. Garnish with sesame seeds.",italian,5.0,it_003285.jpg,4,16,56,0,0,1
it_001635,Homemade marinara with garlic,"ciabatta, garlic, rosemary, nduja","Heat oil in a pot. Add ciabatta, garlic, rosemary and cook for 10 minutes. Season with salt and pepper to taste. Add nduja and simmer for 15 minutes. Serve in tomato sauce. Garnish with sesame seeds.",italian,3.3,it_001635.jpg,4,93,16,0,0,1
it_002072,Traditional risotto with pine nuts,"pasta, focaccia, mascarpone, pine nuts, pecorino romano","Heat olive oil in a pan. Add pasta, focaccia, mascarpone and cook for 3 minutes. Season with salt and pepper to taste. Add pine nuts, pecorino romano and simmer for 6 minutes. Serve rustic style. Garnish with fresh herbs.",italian,4.0,it_002072.jpg,5,50,94,0,0,1
it_004342,Homemade osso buco with nduja,"truffle oil, garlic, nduja","Heat oil in a pot. Add truffle oil, garlic, nduja and cook for 5 minutes. Season with salt and pepper to taste. Add and simmer for 9 minutes. Serve in tomato sauce. Garnish with sesame seeds.",italian,4.6,it_004342.jpg,3,44,107,0,0,1
ja_004648,Modern steamed with bonito flakes,"salmon, mochi, seaweed, bonito flakes","Heat olive oil in a pot. Add salmon, mochi, seaweed and cook for 9 minutes. Season with salt and pepper to taste. Add bonito flakes and simmer for 12 minutes. Serve in soy-based sauce. Garnish with sesame seeds.",japanese,4.3,ja_004648.jpg,4,67,104,1,1,0
it_003645,Traditional marinara with olive oil,"bresaola, guanciale, olive oil, basil, anchovies, pecorino romano, truffle oil","Heat oil in a pot. Add bresaola, guanciale, olive oil and cook for 7 minutes. Season with salt and pepper to taste. Add basil, anchovies and simmer for 13 minutes. Serve rustic style. Garnish with sesame seeds.",italian,4.0,it_003645.jpg,7,88,68,0,0,1
ja_003834,Classic grilled with rice vinegar,"azuki beans, kombu, rice vinegar","Heat oil in a pot. Add azuki beans, kombu, rice vinegar and cook for 5 minutes. Season with salt and pepper to taste. Add and simmer for 6 minutes. Serve tempura style. Garnish with fresh herbs.",japanese,3.0,ja_003834.jpg,3,15,137,1,1,0
it_004163,Classic pizza with oregano,"lemon, garlic, basil, marinara sauce, oregano","Heat oil in a skillet. Add lemon, garlic, basil and cook for 6 minutes. Season with salt and pepper to taste. Add marinara sauce, oregano and simmer for 13 minutes. Serve with parmesan. Garnish with parmesan.",italian,3.4,it_004163.jpg,5,75,73,0,0,1
it_001719,Authentic pasta with pecorino romano,"anchovies, oregano, pecorino romano, prosciutto, nduja, bresaola","Heat butter in a pan. Add anchovies, oregano, pecorino romano and cook for 5 minutes. Season with salt and pepper to taste. Add prosciutto, nduja and simmer for 7 minutes. Serve rustic style. Garnish with fresh herbs.",italian,2.5,it_001719.jpg,6,43,58,0,0,1
it_003399,Authentic pizza with truffle oil,"truffle oil, garlic, mascarpone, chianti, arborio rice","Heat olive oil in a pan. Add truffle oil, garlic, mascarpone and cook for 7 minutes. Season with salt and pepper to taste. Add chianti, arborio rice and simmer for 7 minutes. Serve al dente. Garnish with sesame seeds.",italian,4.5,it_003399.jpg,5,103,71,0,0,1
ja_000543,Classic grilled with mirin,"mirin, kombu, ramen noodles, mentaiko, karashi","Heat butter in a pot. Add mirin, kombu, ramen noodles and cook for 10 minutes. Season with salt and pepper to taste. Add mentaiko, karashi and simmer for 11 minutes. Serve tempura style. Garnish with lemon.",japanese,3.8,ja_000543.jpg,5,105,13,1,1,0
ja_002426,Authentic sashimi with cucumber,"cucumber, soy sauce, dashi, seaweed","Heat oil in a pot. Add cucumber, soy sauce, dashi and cook for 10 minutes. Season with salt and pepper to taste. Add seaweed and simmer for 6 minutes. Serve tempura style. Garnish with lemon.",japanese,3.2,ja_002426.jpg,4,91,130,1,1,0
it_004614,Traditional osso buco with salami,"parmesan, salami, mozzarella","Heat olive oil in a pot. Add parmesan, salami, mozzarella and cook for 5 minutes. Season with salt and pepper to taste. Add and simmer for 14 minutes. Serve rustic style. Garnish with lemon.",italian,3.3,it_004614.jpg,3,110,74,0,0,1
it_001202,Rustic risotto with pancetta,"pancetta, porcini mushrooms, san marzano tomatoes, anchovies, garlic, oregano, olive oil","Heat butter in a skillet. Add pancetta, porcini mushrooms, san marzano tomatoes and cook for 9 minutes. Season with salt and pepper to taste. Add anchovies, garlic and simmer for 9 minutes. Serve in tomato sauce. Garnish with sesame seeds.",italian,4.1,it_001202.jpg,7,35,85,0,0,1
it_001715,Rustic pasta with mozzarella,"balsamic vinegar, mortadella, bresaola, mozzarella, garlic","Heat butter in a pot. Add balsamic vinegar, mortadella, bresaola and cook for 10 minutes. Season with salt and pepper to taste. Add mozzarella, garlic and simmer for 7 minutes. Serve rustic style. Garnish with fresh herbs.",italian,4.7,it_001715.jpg,5,15,153,0,0,1
it_003798,Classic pizza with truffle oil,"porcini mushrooms, rosemary, cannellini beans, truffle oil, black pepper, tomatoes","Heat olive oil in a skillet. Add porcini mushrooms, rosemary, cannellini beans and cook for 7 minutes. Season with salt and pepper to taste. Add truffle oil, black pepper and simmer for 14 minutes. Serve with olive oil. Garnish with fresh herbs.",italian,3.1,it_003798.jpg,6,100,94,0,0,1
ja_000085,Classic teriyaki with karashi,"yuzu, salmon, karashi, kombu","Heat olive oil in a skillet. Add yuzu, salmon, karashi and cook for 4 minutes. Season with salt and pepper to taste. Add kombu and simmer for 9 minutes. Serve with wasabi. Garnish with sesame seeds.",japanese,2.6,ja_000085.jpg,4,62,83,1,1,0
ja_004665,Authentic sashimi with shoyu,"tempura batter, soy sauce, shoyu, dashi, miso paste","Heat oil in a pot. Add tempura batter, soy sauce, shoyu and cook for 4 minutes. Season with salt and pepper to taste. Add dashi, miso paste and simmer for 9 minutes. Serve with dashi broth. Garnish with sesame seeds.",japanese,4.0,ja_004665.jpg,5,34,110,1,1,0
ja_004047,Modern grilled with yuzu,"yuzu, seaweed, katsuobushi, salmon","Heat butter in a pot. Add yuzu, seaweed, katsuobushi and cook for 4 minutes. Season with salt and pepper to taste. Add salmon and simmer for 15 minutes. Serve served with rice. Garnish with sesame seeds.",japanese,3.8,ja_004047.jpg,4,29,38,1,1,0
it_001685,Homemade carbonara with san marzano tomatoes,"guanciale, basil, oregano, arugula, san marzano tomatoes, pasta, mozzarella","Heat olive oil in a skillet. Add guanciale, basil, oregano and cook for 3 minutes. Season with salt and pepper to taste. Add arugula, san marzano tomatoes and simmer for 15 minutes. Serve al dente. Garnish with sesame seeds.",italian,3.8,it_001685.jpg,7,56,64,0,0,1
it_001760,Traditional pasta with truffle oil,"salami, focaccia, mozzarella, san marzano tomatoes, pancetta, truffle oil","Heat oil in a pan. Add salami, focaccia, mozzarella and cook for 10 minutes. Season with salt and pepper to taste. Add san marzano tomatoes, pancetta and simmer for 5 minutes. Serve in tomato sauce. Garnish with sesame seeds.",italian,4.7,it_001760.jpg,6,63,73,0,0,1
ja_002013,Authentic grilled with enoki mushrooms,"yuzu, dashi, pickled ginger, bamboo shoots, green onions, enoki mushrooms, rice vinegar, nori","Heat butter in a pan. Add yuzu, dashi, pickled ginger and cook for 7 minutes. Season with salt and pepper to taste. Add bamboo shoots, green onions and simmer for 5 minutes. Serve tempura style. Garnish with fresh herbs.",japanese,3.5,ja_002013.jpg,8,61,18,1,1,0
it_004443,Traditional risotto with gorgonzola,"marinara sauce, gorgonzola, black pepper, parmesan, guanciale","Heat butter in a pan. Add marinara sauce, gorgonzola, black pepper and cook for 4 minutes. Season with salt and pepper to taste. Add parmesan, guanciale and simmer for 10 minutes. Serve with olive oil. Garnish with fresh herbs.",italian,3.1,it_004443.jpg,5,78,152,0,0,1
it_002638,Homemade osso buco with capers,"prosciutto, garlic, capers, tomatoes, buffalo mozzarella","Heat oil in a pan. Add prosciutto, garlic, capers and cook for 8 minutes. Season with salt and pepper to taste. Add tomatoes, buffalo mozzarella and simmer for 9 minutes. Serve with olive oil. Garnish with lemon.",italian,4.3,it_002638.jpg,5,90,166,0,0,1
ja_000301,Authentic tempura with daikon radish,"shiitake mushrooms, teriyaki sauce, tempura batter, karashi, enoki mushrooms, soy sauce, daikon radish","Heat olive oil in a skillet. Add shiitake mushrooms, teriyaki sauce, tempura batter and cook for 7 minutes. Season with salt and pepper to taste. Add karashi, enoki mushrooms and simmer for 14 minutes. Serve served with rice. Garnish with fresh herbs.",japanese,3.9,ja_000301.jpg,7,39,115,1,1,0
it_000317,Rustic osso buco with truffle oil,"truffle oil, olive oil, pesto","Heat butter in a pot. Add truffle oil, olive oil, pesto and cook for 7 minutes. Season with salt and pepper to taste. Add and simmer for 14 minutes. Serve with olive oil. Garnish with parmesan.",italian,2.7,it_000317.jpg,3,62,143,0,0,1
ja_003662,Authentic teriyaki with mentaiko,"yuzu, tofu, cucumber, katsuobushi, pickled ginger, mentaiko","Heat olive oil in a pot. Add yuzu, tofu, cucumber and cook for 3 minutes. Season with salt and pepper to taste. Add katsuobushi, pickled ginger and simmer for 12 minutes. Serve in soy-based sauce. Garnish with fresh herbs.",japanese,3.5,ja_003662.jpg,6,84,11,1,1,0
ja_004396,Homestyle sashimi with lotus root,"panko breadcrumbs, dashi, azuki beans, katsuobushi, mirin, lotus root, edamame","Heat butter in a pot. Add panko breadcrumbs, dashi, azuki beans and cook for 6 minutes. Season with salt and pepper to taste. Add katsuobushi, mirin and simmer for 9 minutes. Serve with dashi broth. Garnish with fresh herbs.",japanese,4.5,ja_004396.jpg,7,32,101,1,1,0
ja_000989,Homestyle steamed with matcha,"sesame oil, avocado, shiitake mushrooms, azuki beans, mirin, matcha, ginger","Heat butter in a pan. Add sesame oil, avocado, shiitake mushrooms and cook for 6 minutes. Season with salt and pepper to taste. Add azuki beans, mirin and simmer for 8 minutes. Serve with dashi broth. Garnish with fresh herbs.",japanese,4.2,ja_000989.jpg,7,32,65,1,1,0
it_001008,Traditional pasta with truffle oil,"pecorino romano, tomatoes, balsamic vinegar, truffle oil, buffalo mozzarella, salami, mozzarella, pesto","Heat butter in a skillet. Add pecorino romano, tomatoes, balsamic vinegar and cook for 10 minutes. Season with salt and pepper to taste. Add truffle oil, buffalo mozzarella and simmer for 15 minutes. Serve in tomato sauce. Garnish with lemon.",italian,4.5,it_001008.jpg,8,36,75,0,0,1
ja_004585,Authentic steamed with matcha,"soy sauce, edamame, kombu, matcha, karashi, daikon radish","Heat olive oil in a pot. Add soy sauce, edamame, kombu and cook for 7 minutes. Season with salt and pepper to taste. Add matcha, karashi and simmer for 7 minutes. Serve tempura style. Garnish with parmesan.",japanese,4.8,ja_004585.jpg,6,72,122,1,1,0
ja_002439,Authentic grilled with tempura batter,"enoki mushrooms, ramen noodles, pickled ginger, tempura batter, dashi, udon noodles","Heat butter in a pot. Add enoki mushrooms, ramen noodles, pickled ginger and cook for 5 minutes. Season with salt and pepper to taste. Add tempura batter, dashi and simmer for 8 minutes. Serve with dashi broth. Garnish with lemon.",japanese,4.6,ja_002439.jpg,6,84,122,1,1,0
ja_003320,Authentic steamed with avocado,"rice vinegar, karashi, mirin, avocado","Heat butter in a pot. Add rice vinegar, karashi, mirin and cook for 8 minutes. Season with salt and pepper to taste. Add avocado and simmer for 12 minutes. Serve served with rice. Garnish with sesame seeds.",japanese,4.2,ja_003320.jpg,4,81,92,1,1,0
it_004199,Homemade marinara with porcini mushrooms,"mortadella, guanciale, porcini mushrooms, focaccia, cannellini beans, anchovies","Heat olive oil in a pan. Add mortadella, guanciale, porcini mushrooms and cook for 5 minutes. Season with salt and pepper to taste. Add focaccia, cannellini beans and simmer for 14 minutes. Serve in tomato sauce. Garnish with sesame seeds.",italian,4.3,it_004199.jpg,6,34,135,0,0,1
it_001288,Authentic pizza with focaccia,"focaccia, mozzarella, pasta","Heat butter in a pan. Add focaccia, mozzarella, pasta and cook for 8 minutes. Season with salt and pepper to taste. Add and simmer for 7 minutes. Serve al dente. Garnish with sesame seeds.",italian,4.2,it_001288.jpg,3,84,57,0,0,1
it_003694,Traditional osso buco with porcini mushrooms,"lemon, basil, anchovies, porcini mushrooms, parsley, guanciale, truffle oil","Heat olive oil in a pan. Add lemon, basil, anchovies and cook for 10 minutes. Season with salt and pepper to taste. Add porcini mushrooms, parsley and simmer for 15 minutes. Serve al dente. Garnish with fresh herbs.",italian,3.1,it_003694.jpg,7,114,172,0,0,1
it_003487,Rustic carbonara with sun-dried tomatoes,"porcini mushrooms, sun-dried tomatoes, mortadella, arugula, mozzarella, salami, white wine","Heat olive oil in a skillet. Add porcini mushrooms, sun-dried tomatoes, mortadella and cook for 10 minutes. Season with salt and pepper to taste. Add arugula, mozzarella and simmer for 12 minutes. Serve rustic style. Garnish with parmesan.",italian,3.4,it_003487.jpg,7,56,59,0,0,1
it_000572,Rustic pizza with porcini mushrooms,"porcini mushrooms, lemon, san marzano tomatoes, pesto, bresaola, tomatoes","Heat olive oil in a skillet. Add porcini mushrooms, lemon, san marzano tomatoes and cook for 4 minutes. Season with salt and pepper to taste. Add pesto, bresaola and simmer for 13 minutes. Serve rustic style. Garnish with sesame seeds.",italian,4.1,it_000572.jpg,6,93,22,0,0,1
ja_000125,Classic tempura with seaweed,"shiitake mushrooms, soy sauce, mochi, sake, seaweed, karashi, matcha, sesame oil","Heat butter in a pan. Add shiitake mushrooms, soy sauce, mochi and cook for 4 minutes. Season with salt and pepper to taste. Add sake, seaweed and simmer for 15 minutes. Serve tempura style. Garnish with lemon.",japanese,3.8,ja_000125.jpg,8,107,19,1,1,0
ja_001400,Modern miso-glazed with shichimi togarashi,"sake, panko breadcrumbs, shichimi togarashi","Heat oil in a skillet. Add sake, panko breadcrumbs, shichimi togarashi and cook for 7 minutes. Season with salt and pepper to taste. Add and simmer for 5 minutes. Serve tempura style. Garnish with parmesan.",japanese,4.1,ja_001400.jpg,3,115,101,1,1,0
ja_000697,Traditional grilled with sesame seeds,"tempura batter, wakame, cucumber, bamboo shoots, sesame seeds, ramen noodles, enoki mushrooms","Heat oil in a skillet. Add tempura batter, wakame, cucumber and cook for 10 minutes. Season with salt and pepper to taste. Add bamboo shoots, sesame seeds and simmer for 9 minutes. Serve with dashi broth. Garnish with lemon.",japanese,4.8,ja_000697.jpg,7,81,69,1,1,0
ja_003249,Homestyle teriyaki with pickled ginger,"teriyaki sauce, pickled ginger, seaweed, lotus root","Heat butter in a pot. Add teriyaki sauce, pickled ginger, seaweed and cook for 9 minutes. Season with salt and pepper to taste. Add lotus root and simmer for 10 minutes. Serve with wasabi. Garnish with parmesan.",japanese,3.3,ja_003249.jpg,4,96,48,1,1,0
ja_003427,Modern grilled with bamboo shoots,"shiitake mushrooms, wakame, miso paste, shoyu, bamboo shoots, daikon radish, mentaiko, katsuobushi","Heat butter in a pan. Add shiitake mushrooms, wakame, miso paste and cook for 9 minutes. Season with salt and pepper to taste. Add shoyu, bamboo shoots and simmer for 14 minutes. Serve with wasabi. Garnish with lemon.",japanese,3.1,ja_003427.jpg,8,50,75,1,1,0
ja_000882,Classic sashimi with shichimi togarashi,"sesame oil, green onions, matcha, sake, rice, teriyaki sauce, seaweed, shichimi togarashi","Heat oil in a skillet. Add sesame oil, green onions, matcha and cook for 10 minutes. Season with salt and pepper to taste. Add sake, rice and simmer for 7 minutes. Serve served with rice. Garnish with sesame seeds.",japanese,3.5,ja_000882.jpg,8,18,45,1,1,0
it_000784,Classic pasta with marinara sauce,"marinara sauce, buffalo mozzarella, arborio rice, white wine, mortadella, salami, pancetta, mozzarella","Heat butter in a pan. Add marinara sauce, buffalo mozzarella, arborio rice and cook for 9 minutes. Season with salt and pepper to taste. Add white wine, mortadella and simmer for 5 minutes. Serve with olive oil. Garnish with lemon.",italian,2.5,it_000784.jpg,8,82,95,0,0,1
ja_002404,Modern grilled with edamame,"nori, cucumber, rice vinegar, edamame, lotus root","Heat oil in a pan. Add nori, cucumber, rice vinegar and cook for 5 minutes. Season with salt and pepper to taste. Add edamame, lotus root and simmer for 11 minutes. Serve in soy-based sauce. Garnish with lemon.",japanese,3.2,ja_002404.jpg,5,94,84,1,1,0
ja_001580,Authentic tempura with seaweed,"wasabi, wakame, avocado, tempura batter, karashi, mochi, seaweed","Heat butter in a pot. Add wasabi, wakame, avocado and cook for 5 minutes. Season with salt and pepper to taste. Add tempura batter, karashi and simmer for 13 minutes. Serve with dashi broth. Garnish with lemon.",japanese,2.7,ja_001580.jpg,7,80,152,1,1,0
ja_000616,Traditional teriyaki with sake,"sake, miso paste, tofu, rice vinegar, kombu, tuna, cucumber","Heat oil in a pan. Add sake, miso paste, tofu and cook for 5 minutes. Season with salt and pepper to taste. Add rice vinegar, kombu and simmer for 12 minutes. Serve served with rice. Garnish with parmesan.",japanese,3.7,ja_000616.jpg,7,107,96,1,1,0
it_002853,Homemade pizza with pesto,"parsley, sun-dried tomatoes, ricotta, arborio rice, pesto, nduja","Heat butter in a skillet. Add parsley, sun-dried tomatoes, ricotta and cook for 6 minutes. Season with salt and pepper to taste. Add arborio rice, pesto and simmer for 12 minutes. Serve rustic style. Garnish with lemon.",italian,2.7,it_002853.jpg,6,108,176,0,0,1
ja_000847,Homestyle sashimi with mochi,"ginger, mochi, salmon, panko breadcrumbs, cucumber, rice vinegar","Heat olive oil in a skillet. Add ginger, mochi, salmon and cook for 3 minutes. Season with salt and pepper to taste. Add panko breadcrumbs, cucumber and simmer for 10 minutes. Serve with dashi broth. Garnish with sesame seeds.",japanese,4.5,ja_000847.jpg,6,99,161,1,1,0
it_002303,Homemade risotto with buffalo mozzarella,"buffalo mozzarella, guanciale, nduja, pesto, white wine, anchovies","Heat oil in a pan. Add buffalo mozzarella, guanciale, nduja and cook for 10 minutes. Season with salt and pepper to taste. Add pesto, white wine and simmer for 11 minutes. Serve rustic style. Garnish with parmesan.",italian,5.0,it_002303.jpg,6,69,15,0,0,1
it_001727,Homemade risotto with ciabatta,"guanciale, arugula, ciabatta, parmesan, pancetta, balsamic vinegar, pecorino romano, mascarpone","Heat butter in a pot. Add guanciale, arugula, ciabatta and cook for 5 minutes. Season with salt and pepper to taste. Add parmesan, pancetta and simmer for 8 minutes. Serve al dente. Garnish with fresh herbs.",italian,4.1,it_001727.jpg,8,20,110,0,0,1
it_004963,Traditional carbonara with sun-dried tomatoes,"prosciutto, sun-dried tomatoes, pecorino romano, pancetta, pasta, mortadella","Heat oil in a skillet. Add prosciutto, sun-dried tomatoes, pecorino romano and cook for 3 minutes. Season with salt and pepper to taste. Add pancetta, pasta and simmer for 6 minutes. Serve al dente. Garnish with parmesan.",italian,4.7,it_004963.jpg,6,21,123,0,0,1
